약수터명,소재지도로명주소,소재지지번주소,위도,경도,지정일자,일평균이용인구수,수질검사일자,수질검사결과구분,부적합항목,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
무룡산,,울산광역시 북구 송정동 산 14-1,35.6045468,129.380398,2006-04-07,100,2019-08-19,적합,,052-241-7765,울산광역시 북구청,2019-09-10,3720000,울산광역시 북구
송정,,울산광역시 북구 연암동 산48,35.5864439,129.389558,2006-10-24,100,2019-08-19,적합,,052-241-7765,울산광역시 북구청,2019-09-10,3720000,울산광역시 북구
찬물내기,,울산광역시 북구 양정동 산 33-2,35.5655678,129.399482,2004-12-03,150,2019-08-19,적합,,052-241-7765,울산광역시 북구청,2019-09-10,3720000,울산광역시 북구
경춘도로,,경기도 가평군 가평읍 읍내리 산6-2,38.105659,127.065925,,150,2019-07-25,적합,,031-580-4425,가평군청,2019-09-06,4160000,경기도 가평군
보납산Ⅰ,,경기도 가평군 가평읍 읍내리 산154,38.309371,127.451827,,100,2019-07-25,적합,,031-580-4425,가평군청,2019-09-06,4160000,경기도 가평군
수덕산,,경기도 가평군 북면 제령리 603-1,37.901604,127.517511,,100,2019-07-25,적합,,031-580-4425,가평군청,2019-09-06,4160000,경기도 가평군
엄마,,경기도 구리시 교문동 347-9,37.596573,127.121037,1996-03-23,450,2018-04-24,적합,없음,031-550-8587,경기도 구리시청,2019-04-26,3980000,경기도 구리시
동화천,,경기도 구리시 아천동 산 7-1,37.577893,127.109211,2004-06-11,680,2018-04-24,적합,없음,031-550-8587,경기도 구리시청,2019-04-26,3980000,경기도 구리시
형제,,경기도 구리시 교문동 산89-1,37.591802,127.122297,1996-03-23,1450,2018-04-24,적합,없음,031-550-8587,경기도 구리시청,2019-04-26,3980000,경기도 구리시
강신,,경기도 구리시 아천동 산49-1,37.558615,127.105664,1996-03-23,120,2018-04-24,적합,없음,031-550-8587,경기도 구리시청,2019-04-26,3980000,경기도 구리시
동락천,,경기도 구리시 교문동 산84-2,37.592162,127.114101,1997-02-25,1040,2018-04-24,적합,없음,031-550-8587,경기도 구리시청,2019-04-26,3980000,경기도 구리시
엄마,,경기도 구리시 교문동 347-9,37.596573,127.121037,1996-03-23,450,2018-05-15,적합,없음,031-550-8587,경기도 구리시청,2019-04-26,3980000,경기도 구리시
동화천,,경기도 구리시 아천동 산 7-1,37.577893,127.109211,2004-06-11,680,2018-05-15,적합,없음,031-550-8587,경기도 구리시청,2019-04-26,3980000,경기도 구리시
형제,,경기도 구리시 교문동 산89-1,37.591802,127.122297,1996-03-23,1450,2018-05-15,적합,없음,031-550-8587,경기도 구리시청,2019-04-26,3980000,경기도 구리시
강신,,경기도 구리시 아천동 산49-1,37.558615,127.105664,1996-03-23,120,2018-05-15,적합,없음,031-550-8587,경기도 구리시청,2019-04-26,3980000,경기도 구리시
동락천,,경기도 구리시 교문동 산84-2,37.592162,127.114101,1997-02-25,1040,2018-05-15,적합,없음,031-550-8587,경기도 구리시청,2019-04-26,3980000,경기도 구리시
엄마,,경기도 구리시 교문동 347-9,37.596573,127.121037,1996-03-23,450,2018-06-04,적합,없음,031-550-8587,경기도 구리시청,2019-04-26,3980000,경기도 구리시
동화천,,경기도 구리시 아천동 산 7-1,37.577893,127.109211,2004-06-11,680,2018-06-04,적합,없음,031-550-8587,경기도 구리시청,2019-04-26,3980000,경기도 구리시
형제,,경기도 구리시 교문동 산89-1,37.591802,127.122297,1996-03-23,1450,2018-06-04,적합,없음,031-550-8587,경기도 구리시청,2019-04-26,3980000,경기도 구리시
강신,,경기도 구리시 아천동 산49-1,37.558615,127.105664,1996-03-23,120,2018-06-04,적합,없음,031-550-8587,경기도 구리시청,2019-04-26,3980000,경기도 구리시
동락천,,경기도 구리시 교문동 산84-2,37.592162,127.114101,1997-02-25,1040,2018-06-04,적합,없음,031-550-8587,경기도 구리시청,2019-04-26,3980000,경기도 구리시
엄마,,경기도 구리시 교문동 347-9,37.596573,127.121037,1996-03-23,450,2018-07-16,적합,없음,031-550-8587,경기도 구리시청,2019-04-26,3980000,경기도 구리시
동화천,,경기도 구리시 아천동 산 7-1,37.577893,127.109211,2004-06-11,680,2018-07-16,적합,없음,031-550-8587,경기도 구리시청,2019-04-26,3980000,경기도 구리시
형제,,경기도 구리시 교문동 산89-1,37.591802,127.122297,1996-03-23,1450,2018-07-16,적합,없음,031-550-8587,경기도 구리시청,2019-04-26,3980000,경기도 구리시
강신,,경기도 구리시 아천동 산49-1,37.558615,127.105664,1996-03-23,120,2018-07-16,적합,없음,031-550-8587,경기도 구리시청,2019-04-26,3980000,경기도 구리시
동락천,,경기도 구리시 교문동 산84-2,37.592162,127.114101,1997-02-25,1040,2018-07-16,적합,없음,031-550-8587,경기도 구리시청,2019-04-26,3980000,경기도 구리시
사우약수터,,경기도 김포시 사우동 238-33,37.6135777,126.7127094,1990-04-20,250,2019-04-30,적합,,031-980-5683,김포시 상하수도사업소,2019-09-10,4090000,경기도 김포시
초원약수터,,경기도 김포시 감정동 산107-1,37.6166832,126.7043048,1989-12-20,250,2019-04-17,부적합,수원부족,031-980-5683,김포시 상하수도사업소,2019-09-10,4090000,경기도 김포시
천현약수터,,경기도 김포시 운양동 산14,37.6495733,126.6866586,1994-10-12,130,2019-04-17,부적합,총대장균,031-980-5683,김포시 상하수도사업소,2019-09-10,4090000,경기도 김포시
구래약수터,,경기도 김포시 양촌읍 구래리 산98-2,37.6294253,126.6382017,1989-09-29,120,2019-04-17,적합,,031-980-5683,김포시 상하수도사업소,2019-09-10,4090000,경기도 김포시
수안산약수터,,경기도 김포시 대곶면 율생리 산115,37.6406443,126.5865494,1986-07-30,90,2019-04-17,적합,,031-980-5683,김포시 상하수도사업소,2019-09-10,4090000,경기도 김포시
원산리약수터,,경기도 김포시 하성면 원산리 산2,37.7237941,126.6188739,1989-05-20,210,2019-04-17,부적합,수원부족,031-980-5683,김포시 상하수도사업소,2019-09-10,4090000,경기도 김포시
검바위약수터,,경기도 김포시 통진읍 서암리 산47-4,37.7052527,126.5912583,1996-04-02,250,2019-04-17,부적합,총대장균,031-980-5683,김포시 상하수도사업소,2019-09-10,4090000,경기도 김포시
신곡약수터,,경기도 김포시 고촌읍 신곡리 산22,37.6092841,126.7782485,1985-05-10,100,2019-04-17,부적합,수원부족,031-980-5683,김포시 상하수도사업소,2019-09-10,4090000,경기도 김포시
가정약수터,,인천광역시 서구 가정3동 산 143,37.515521,126.682113,,30,2019-08-19,부적합,채수량 부족으로 검사불가,032-560-4367,인천광역시 서구청,2019-09-09,3560000,인천광역시 서구
석남3약수터,,인천광역시 서구 석남3동 산 12,37.506751,126.683106,,30,2019-08-19,부적합,"총대장균군수, 분원선대장균군수",032-560-4367,인천광역시 서구청,2019-09-09,3560000,인천광역시 서구
동우약수터,,인천광역시 서구 가정2동 산 9-2,37.533691,126.680581,,30,2019-08-19,부적합,"총대장균군수, 분원선대장균군수",032-560-4367,인천광역시 서구청,2019-09-09,3560000,인천광역시 서구
가현산약수터,,인천광역시 서구 마전동 산 49,37.623594,126.651301,,30,2019-08-19,부적합,총대장균군수,032-560-4367,인천광역시 서구청,2019-09-09,3560000,인천광역시 서구
삼인동약수터,,전라남도 곡성군 곡성읍 학정리 산 18-1,35.172970,127.280275,,100,2018-07-20,적합,없음,061-360-8525,곡성군 환경과,2019-06-27,4860000,전라남도 곡성군
아방절약수터,,전라남도 곡성군 오곡면 오지리 319-1,35.267070,127.324245,,50,2018-07-20,적합,없음,061-360-8525,곡성군 환경과,2019-06-27,4860000,전라남도 곡성군
신흥약수터,,전라남도 곡성군 옥과면 무창리 564-1,35.282355,127.151508,,70,2018-07-20,적합,없음,061-360-8525,곡성군 환경과,2019-06-27,4860000,전라남도 곡성군
지동약수터,,전라남도 곡성군 옥과면 옥과리 690-11,35.285090,127.123208,,100,2018-07-20,적합,없음,061-360-8525,곡성군 환경과,2019-06-27,4860000,전라남도 곡성군
신흥사 약수터,,충청남도 보령시 죽정동 산3-1,36.360835549,126.5942066991,,100,2019-04-16,적합,없음,041-930-3683,보령시 환경보호과,2019-09-07,4510000,충청남도 보령시
원전 약수터,,충청남도 보령시 오천면 소성리 54-1,36.440497838,126.5348087508,,100,2019-04-16,적합,없음,041-930-3683,보령시 환경보호과,2019-09-07,4510000,충청남도 보령시
이어니재 약수터,,충청남도 보령시 남포면 옥서리 산77-8,36.278784127,126.5958895753,2003-01-01,100,2019-04-16,적합,없음,041-930-3683,보령시 환경보호과,2019-09-07,4510000,충청남도 보령시
웅무정 약수터,충청남도 보령시 웅천읍 무창포로 64,충청남도 보령시 웅천읍 두룡리 539-2,36.2440592,126.5831069,1989-01-01,50,2019-04-16,적합,없음,041-930-3683,보령시 환경보호과,2019-09-07,4510000,충청남도 보령시
소리골 약수터,,충청남도 보령시 청라면 소양리 471-2,36.3964188725,126.6931214796,2017-09-01,50,2019-06-12,적합,없음,041-930-3683,보령시 환경보호과,2019-09-07,4510000,충청남도 보령시
구룡1리 약수터,충청남도 보령시 웅천읍 무창포로 122-16,충청남도 보령시 웅천읍 구룡리 산11-1,36.2459144088,126.5755023364,2017-09-01,30,2019-06-12,적합,없음,041-930-3683,보령시 환경보호과,2019-09-07,4510000,충청남도 보령시
호병골,,경기도 포천시 신읍동 산 10-1,37.90053105,127.1928792,1983-06-12,100,2019-05-02,적합,-,031-538-3411,상하수과,2019-09-06,5600000,경기도 포천시
체육공원,,경기도 포천시 군내면 하성북리 636-1,37.892804,127.2107113,1987-03-05,100,2019-05-02,적합,-,031-538-3411,상하수과,2019-09-06,5600000,경기도 포천시
무렛골(상),,경기도 포천시 신북면 가채리 산 45-11,37.91735462,127.1878961,1982-04-06,60,2019-05-02,적합,-,031-538-3411,상하수과,2019-09-06,5600000,경기도 포천시
무렛골(하),,경기도 포천시 신북면 가채리 산 46-42,37.90594741,127.1943894,1982-04-06,30,2019-05-02,적합,-,031-538-3411,상하수과,2019-09-06,5600000,경기도 포천시
청계,,경기도 포천시 일동면 기산리 23-37,37.92953755,127.3380067,1982-12-05,100,2019-05-02,적합,-,031-538-3411,상하수과,2019-09-06,5600000,경기도 포천시
능원,,경기도 포천시 영중면 양문리 산 16-1,38.00423148,127.266625,2000-05-02,30,2019-05-02,부적합,총대장균군,031-538-3411,상하수과,2019-09-06,5600000,경기도 포천시
옻우물,,경기도 포천시 소흘읍 송우리 641-4,37.82492388,127.136418,2001-04-25,80,2019-05-02,적합,-,031-538-3411,상하수과,2019-09-06,5600000,경기도 포천시
관음산,,경기도 포천시 이동면 노곡리 산 146,38.01776555,127.3193691,2019-01-23,80,2019-05-02,적합,-,031-538-3411,상하수과,2019-09-06,5600000,경기도 포천시
갯골샘,강원도 인제군 인제읍 인제로103번길 51,강원도 인제군 인제읍 남북리 255-2,38.0667561736,128.1604089582,,100,2019-04-30,부적합,총대장균군,033-460-2142,강원도 인제군청,2019-09-03,4330000,강원도 인제군
장수샘,강원도 인제군 북면 갈골로 56,강원도 인제군 북면 원통리 산1,38.1197697,128.2135559,,50,2019-04-30,부적합,총대장균군,033-460-2142,강원도 인제군청,2019-09-03,4330000,강원도 인제군
다라벼루샘,강원도 인제군 인제읍 내린천로6627,강원도 인제군 인제읍 합강리 산45-5,38.0679586,128.1880131,,50,2019-04-30,적합,,033-460-2142,강원도 인제군청,2019-09-03,4330000,강원도 인제군
뒷골참샘,,전라남도 순천시 금곡동 31,,,,300,2018-03-07,적합,없음,061-749-6594,순천시 상수도과,2019-08-28,4820000,전라남도 순천시
망 북,,전라남도 순천시 용당동 산8-1,,,,200,2018-03-07,적합,없음,061-749-6595,순천시 상수도과,2019-08-28,4820000,전라남도 순천시
봉화산,,전라남도 순천시 서면 압곡리 산238,,,,150,2018-03-07,적합,없음,061-749-6596,순천시 상수도과,2019-08-28,4820000,전라남도 순천시
남산철탑,,전라남도 순천시 덕월동 산115,,,,150,2018-03-07,적합,없음,061-749-6597,순천시 상수도과,2019-08-28,4820000,전라남도 순천시
가 곡,,전라남도 순천시 가곡동 산114-1,,,,300,2018-03-07,적합,없음,061-749-6598,순천시 상수도과,2019-08-28,4820000,전라남도 순천시
가장골,,전라남도 순천시 남정동 산12-1,,,,300,2018-03-07,적합,없음,061-749-6599,순천시 상수도과,2019-08-28,4820000,전라남도 순천시
망 용,,전라남도 순천시 월등면 망용리 산137-1,,,,100,2018-03-06,적합,없음,061-749-6600,순천시 상수도과,2019-08-28,4820000,전라남도 순천시
선암사,전라남도 순천시 승주읍 선암사길 450,전라남도 순천시 승주읍 죽학리 802,,,,130,2018-03-07,적합,없음,061-749-6601,순천시 상수도과,2019-08-28,4820000,전라남도 순천시
송광사,전라남도 순천시 송광면 송광사안길 100,전라남도 순천시 송광면 신평리 12,,,,180,2018-03-06,적합,없음,061-749-6602,순천시 상수도과,2019-08-28,4820000,전라남도 순천시
녹차밭약수터,전라남도 순천시 봉화3길 116-120(조례동),전라남도 순천시 조례동 1519-26,,,,150,2018-03-06,적합,없음,061-749-6603,순천시 상수도과,2019-08-28,4820000,전라남도 순천시
저전7통,전라남도 순천시 저전남산길 20-9(저전동),전라남도 순천시 저전동 311-1,,,,60,2018-03-07,적합,없음,061-749-6604,순천시 상수도과,2019-08-28,4820000,전라남도 순천시
뒷골참샘,,전라남도 순천시 금곡동 31,,,,300,2018-06-21,적합,없음,061-749-6594,순천시 상수도과,2019-08-28,4820000,전라남도 순천시
망 북,,전라남도 순천시 용당동 산8-1,,,,200,2018-06-21,적합,없음,061-749-6595,순천시 상수도과,2019-08-28,4820000,전라남도 순천시
봉화산,,전라남도 순천시 서면 압곡리 산238,,,,150,2018-06-21,적합,없음,061-749-6596,순천시 상수도과,2019-08-28,4820000,전라남도 순천시
남산철탑,,전라남도 순천시 덕월동 산115,,,,150,2018-06-21,적합,없음,061-749-6597,순천시 상수도과,2019-08-28,4820000,전라남도 순천시
가 곡,,전라남도 순천시 가곡동 산114-1,,,,300,2018-06-20,적합,없음,061-749-6598,순천시 상수도과,2019-08-28,4820000,전라남도 순천시
가장골,,전라남도 순천시 남정동 산12-1,,,,300,2018-06-20,적합,없음,061-749-6599,순천시 상수도과,2019-08-28,4820000,전라남도 순천시
망 용,,전라남도 순천시 월등면 망용리 산137-1,,,,100,2018-06-20,적합,없음,061-749-6600,순천시 상수도과,2019-08-28,4820000,전라남도 순천시
선암사,전라남도 순천시 승주읍 선암사길 450,전라남도 순천시 승주읍 죽학리 802,,,,130,2018-06-21,적합,없음,061-749-6601,순천시 상수도과,2019-08-28,4820000,전라남도 순천시
송광사,전라남도 순천시 송광면 송광사안길 100,전라남도 순천시 송광면 신평리 12,,,,180,2018-06-20,적합,없음,061-749-6602,순천시 상수도과,2019-08-28,4820000,전라남도 순천시
녹차밭약수터,전라남도 순천시 봉화3길 116-120(조례동),전라남도 순천시 조례동 1519-26,,,,150,2018-06-20,적합,없음,061-749-6603,순천시 상수도과,2019-08-28,4820000,전라남도 순천시
저전7통,전라남도 순천시 저전남산길 20-9(저전동),전라남도 순천시 저전동 311-1,,,,60,2018-06-20,적합,없음,061-749-6604,순천시 상수도과,2019-08-28,4820000,전라남도 순천시
개암,,서울특별시 강남구 개포동 산53-20,,,,150,2019-08-12,부적합,"총대장균군, 대장균군 검출",02-3423-6259,서울특별시 강남구청,2019-08-23,3220000,서울특별시 강남구
천의,,서울특별시 강남구 개포동 산53-30,,,,200,2019-08-12,부적합,"총대장균군, 대장균군 검출",02-3423-6259,서울특별시 강남구청,2019-08-23,3220000,서울특별시 강남구
